ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TREAT PREGNANT,NA,REG ANC,Register,MONTHLY,Number of pregnant women on PMTCT treatment,NA,Antenatal Care Register,Facility
3111A,DH,PMTCT,TEST HIVPOS PREGNANT,NA,REG HTC,Register,MONTHLY,Number of HIV positive pregnant women,NA,HIV Testing and Counseling Register,Facility
3111A,DH,PMTCT,TEST HIVPOS PREGNANT,NA,REG HTC,Register,MONTHLY,Number of HIV positive pregnant women,NA,HIV Testing and Counseling Register,Facility
