Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
3588A,HMIS,DHIS,MA NEWBORN COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3589A,HMIS,DHIS,MA NEWBORN COMPLICATIONS WEIGHT < 2500G,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3590A,HMIS,DHIS,MA OBS COMPLICATIONS ANTE PARTUM,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3591A,HMIS,DHIS,MA OBS COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3592A,HMIS,DHIS,MA OBS COMPLICATIONS OTHERS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3593A,HMIS,DHIS,MA OBS COMPLICATIONS POST PARTUM,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3594A,HMIS,DHIS,MA OBS COMPLICATIONS PRE ECLAMPSIA,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3595A,HMIS,DHIS,MA OBS COMPLICATIONS PRO LABOUR,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3596A,HMIS,DHIS,MA OBS COMPLICATIONS RUPTURED UTERUS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3597A,HMIS,DHIS,MA OBS COMPLICATIONS SEPSIS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3598A,HMIS,DHIS,MA OBST CARE ANTIBIOTICS,Electronic,District,Y,PMTCT,1,Y,Drugs,-,-
3599A,HMIS,DHIS,MA OBST CARE ANTICONVULSIVE,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3600A,HMIS,DHIS,MA OBST CARE BLOOD TRANSFUSION,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3601A,HMIS,DHIS,MA OBST CARE MANUAL REM PLACENTA,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3602A,HMIS,DHIS,MA OBST CARE OXYTOCIN,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3603A,HMIS,DHIS,MA RECEIVED VIT A,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3604A,HMIS,DHIS,MA RECIEVED TETRACYCLINE EYE OINTMENT,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3605A,HMIS,DHIS,MA REFERRED OUT,Electronic,District,Y,PMTCT,36,Y,Linkage ,PMTCT,-
3606A,HMIS,DHIS,MA SINGLETONS,Electronic,District,Y,PMTCT,6,Q,PMTCT,-,-
3607A,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY A,Electronic,District,Y,PMTCT,67,Y,PMTCT,Resource targeting ,-
3608A,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY B,Electronic,District,Y,PMTCT,67,Y,PMTCT,Resource targeting ,-
3609A,HMIS,DHIS,MA STAFF CONDUCTING DELIVERY C,Electronic,District,Y,PMTCT,67,Y,PMTCT,Resource targeting ,-
3610A,HMIS,DHIS,MA TWINS TRIPLETS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3611A,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3612A,HMIS,DHIS,MAL INPATIENT CONFIRMED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3613A,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3614A,HMIS,DHIS,MAL INPATIENT DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3615A,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3616A,HMIS,DHIS,MAL INPATIENT MALARIA DEATHS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3617A,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3618A,HMIS,DHIS,MAL INPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3619A,HMIS,DHIS,MAL INPATIENTS TOTAL <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3620A,HMIS,DHIS,MAL INPATIENTS TOTAL 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3621A,HMIS,DHIS,MAL LA 1X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3622A,HMIS,DHIS,MAL LA 1X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3623A,HMIS,DHIS,MAL LA 1X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3624A,HMIS,DHIS,MAL LA 1X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3625A,HMIS,DHIS,MAL LA 1X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3626A,HMIS,DHIS,MAL LA 2X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3627A,HMIS,DHIS,MAL LA 2X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3628A,HMIS,DHIS,MAL LA 2X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3629A,HMIS,DHIS,MAL LA 2X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3630A,HMIS,DHIS,MAL LA 2X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3631A,HMIS,DHIS,MAL LA 3X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3632A,HMIS,DHIS,MAL LA 3X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3633A,HMIS,DHIS,MAL LA 3X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3634A,HMIS,DHIS,MAL LA 3X6 RECIEVED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3635A,HMIS,DHIS,MAL LA 3X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3636A,HMIS,DHIS,MAL LA 4X6 CONSUMED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3637A,HMIS,DHIS,MAL LA 4X6 Q ISSUED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3638A,HMIS,DHIS,MAL LA 4X6 QDISPENSED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3639A,HMIS,DHIS,MAL LA 4X6 RECEIVED,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3640A,HMIS,DHIS,MAL LA 4X6 STOCKED OUT,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3641A,HMIS,DHIS,MAL NUM OF INVALID TEST RDT <5 YRS,Electronic,District,Y,MALARIA,13,Y,Drugs,Linkage ,-
3642A,HMIS,DHIS,MAL NUM OF INVALID TEST RDT 5+ YRS,Electronic,District,Y,MALARIA,13,Y,Drugs,Linkage ,-
3643A,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3644A,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3645A,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3646A,HMIS,DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3647A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY <5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3648A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3649A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3650A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3651A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES < 5 YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3652A,HMIS,DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES 5+ YEARS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3653A,HMIS,DHIS,MAL RDTS CONSUMED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3654A,HMIS,DHIS,MAL RDTS RECEIVED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3655A,HMIS,DHIS,MAL RTDS CONSUMED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3656A,HMIS,DHIS,MAL RTDS Q ISSUED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3657A,HMIS,DHIS,MAL RTDS RECIEVED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3658A,HMIS,DHIS,MAL RTDS STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3659A,HMIS,DHIS,MAL SP CONSUMED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3660A,HMIS,DHIS,MAL SP Q ISSUED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3661A,HMIS,DHIS,MAL SP RECEIVED,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3662A,HMIS,DHIS,MAL SP STOCKED OUT,Electronic,District,Y,DRUGS,13,Y,Drugs,Linkage ,-
3663A,HMIS,DHIS,MALARIA # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3664A,HMIS,DHIS,MALARIA # OF FILM SHOWS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3665A,HMIS,DHIS,MALARIA # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3666A,HMIS,DHIS,MALARIA # OF ROAD SHOWS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3667A,HMIS,DHIS,MALARIA ADMISSION,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3668A,HMIS,DHIS,MALARIA DISTRICT HOSPITAL,Electronic,District,Y,MALARIA,7,Y,Resource targeting ,-,-
3669A,HMIS,DHIS,MALARIA FLIPCHART,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3670A,HMIS,DHIS,MALARIA HEALTH CENTRE,Electronic,District,Y,MALARIA,7,Y,Resource targeting ,-,-
3671A,HMIS,DHIS,MALARIA INPATIENT DEATH,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3672A,HMIS,DHIS,MALARIA LEAFLETS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3673A,HMIS,DHIS,MALARIA NEW,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3674A,HMIS,DHIS,MALARIA NONE,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3675A,HMIS,DHIS,MALARIA OTHER,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3676A,HMIS,DHIS,MALARIA POSTERS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3677A,HMIS,DHIS,MALARIA RURAL COMM HOSP,Electronic,District,Y,MALARIA,7,Y,Resource targeting ,-,-
3678A,HMIS,DHIS,MALARIA TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3679A,HMIS,DHIS,MALARIA TV DVDS,Electronic,District,Y,MALARIA,3,N,Linkage ,-,-
3680A,HMIS,DHIS,MALNUTRITION ADMISSION,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3681A,HMIS,DHIS,MALNUTRITION INPATIENT DEATH,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3682A,HMIS,DHIS,MALNUTRITION NEW,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3683A,HMIS,DHIS,MANAGEMENT MEETINGS CONDUCTED,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
3684A,HMIS,DHIS,MAT MATERNAL DEATHS,Electronic,District,N,-,-,-,-,-,-
3685A,HMIS,DHIS,MATERNAL HEALTH # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3686A,HMIS,DHIS,MATERNAL HEALTH # OF FILM SHOWS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3687A,HMIS,DHIS,MATERNAL HEALTH # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3688A,HMIS,DHIS,MATERNAL HEALTH # OF ROAD SHOWS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3689A,HMIS,DHIS,MATERNAL HEALTH DISTRICT HOSPITAL,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3690A,HMIS,DHIS,MATERNAL HEALTH FLIPCHART,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3691A,HMIS,DHIS,MATERNAL HEALTH HEALTH CENTRE,Electronic,District,Y,PMTCT,67,Y,PMTCT,Resource targeting ,-
3692A,HMIS,DHIS,MATERNAL HEALTH NONE,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3693A,HMIS,DHIS,MATERNAL HEALTH POSTERS,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3694A,HMIS,DHIS,MATERNAL HEALTH RURAL COMM HOSP,Electronic,District,Y,PMTCT,67,Y,PMTCT,Resource targeting ,-
3695A,HMIS,DHIS,MATERNAL HEALTH TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3696A,HMIS,DHIS,MATERNAL HEALTH TV DVDS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3697A,HMIS,DHIS,MATERNITY ADMISSION,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3698A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3699A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3700A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3701A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP HIV,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3702A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3703A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3704A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3705A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3706A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3707A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3708A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3709A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3710A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3711A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3712A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV +,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3713A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3714A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA+ HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3715A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3716A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3717A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV +,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3718A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3719A,HMIS,DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3720A,HMIS,DHIS,MCCP 3 MONTH REVIEW <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3721A,HMIS,DHIS,MCCP 3 MONTH REVIEW >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3722A,HMIS,DHIS,MCCP 3 MONTH REVIEW 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3723A,HMIS,DHIS,MCCP 3 MONTH REVIEW HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3724A,HMIS,DHIS,MCCP 3 MONTH REVIEW HIV +,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3725A,HMIS,DHIS,MCCP 3 MONTH REVIEW UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3726A,HMIS,DHIS,MCCP IMMEDIATE CRYO DONE HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3727A,HMIS,DHIS,MCCP IMMEDIATE CRYO DONE HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3728A,HMIS,DHIS,MCCP INITIAL VIA <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3729A,HMIS,DHIS,MCCP INITIAL VIA >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3730A,HMIS,DHIS,MCCP INITIAL VIA 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3731A,HMIS,DHIS,MCCP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3732A,HMIS,DHIS,MCCP INITIAL VIA HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3733A,HMIS,DHIS,MCCP INITIAL VIA UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3734A,HMIS,DHIS,MCCP INITIAL VIA+ <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3735A,HMIS,DHIS,MCCP INITIAL VIA+ >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3736A,HMIS,DHIS,MCCP INITIAL VIA+ 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3737A,HMIS,DHIS,MCCP INITIAL VIA+ HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3738A,HMIS,DHIS,MCCP INITIAL VIA+ HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3739A,HMIS,DHIS,MCCP INITIAL VIA+ UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3740A,HMIS,DHIS,MCCP POSTPONED CRYO DONE <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3741A,HMIS,DHIS,MCCP POSTPONED CRYO DONE >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3742A,HMIS,DHIS,MCCP POSTPONED CRYO DONE 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3743A,HMIS,DHIS,MCCP POSTPONED CRYO DONE HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3744A,HMIS,DHIS,MCCP POSTPONED CRYO DONE HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3745A,HMIS,DHIS,MCCP POSTPONED CRYO DONE UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3746A,HMIS,DHIS,MCCP POSTPONED CRYO HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3747A,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE HIV,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3748A,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3749A,HMIS,DHIS,MCCP POSTPONED CRYO NOT DONE UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3750A,HMIS,DHIS,MCCP PROBLEM VISIT <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3751A,HMIS,DHIS,MCCP PROBLEM VISIT >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3752A,HMIS,DHIS,MCCP PROBLEM VISIT 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3753A,HMIS,DHIS,MCCP PROBLEM VISIT HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3754A,HMIS,DHIS,MCCP PROBLEM VISIT HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3755A,HMIS,DHIS,MCCP PROBLEM VISIT UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3756A,HMIS,DHIS,MCCP REFERRAL LARGE LESION <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3757A,HMIS,DHIS,MCCP REFERRAL LARGE LESION >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3758A,HMIS,DHIS,MCCP REFERRAL LARGE LESION 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3759A,HMIS,DHIS,MCCP REFERRAL LARGE LESION HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3760A,HMIS,DHIS,MCCP REFERRAL LARGE LESION HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3761A,HMIS,DHIS,MCCP REFERRAL LARGE LESION UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3762A,HMIS,DHIS,MCCP REFERRAL OTHER GYN HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3763A,HMIS,DHIS,MCCP REFERRAL OTHER GYN HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3764A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER <30,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3765A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER >45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3766A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER 30 45,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3767A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3768A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3769A,HMIS,DHIS,MCCP REFERRAL SUSPECT CANCER UKNOWN,Electronic,District,Y,CC,3,Y,Linkage ,-,-
3770A,HMIS,DHIS,MCCPP 3 MONTH REVIEW HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3771A,HMIS,DHIS,MCCPP 3 MONTH REVIEW HIV +,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3772A,HMIS,DHIS,MCCPP INITIAL VIA HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3773A,HMIS,DHIS,MCCPP INITIAL VIA HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3774A,HMIS,DHIS,MCCPP POSTPONED CRYO HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3775A,HMIS,DHIS,MCCPP POSTPONED CRYO HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3776A,HMIS,DHIS,MCCPP PROBLEM VISIT HIV,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3777A,HMIS,DHIS,MCCPP PROBLEM VISIT HIV+,Electronic,District,Y,CC,34,Y,Linkage ,Retention,-
3778A,HMIS,DHIS,MDR CLINICAL MDR <15,Electronic,District,Y,ART,4,Y,Retention,-,-
3779A,HMIS,DHIS,MDR CLINICAL MDR 15+,Electronic,District,Y,ART,4,Y,Retention,-,-
3780A,HMIS,DHIS,MDR CLINICAL MDR NEW CASES,Electronic,District,Y,ART,4,Y,Retention,-,-
3781A,HMIS,DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3782A,HMIS,DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3783A,HMIS,DHIS,MDR CONFIRMED MDR <15,Electronic,District,Y,ART,4,Y,Retention,-,-
3784A,HMIS,DHIS,MDR CONFIRMED MDR 15+,Electronic,District,Y,ART,4,Y,Retention,-,-
3785A,HMIS,DHIS,MDR CONFIRMED MDR NEW CASES,Electronic,District,Y,ART,4,Y,Retention,-,-
3786A,HMIS,DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3787A,HMIS,DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3788A,HMIS,DHIS,MDR CONFIRMED RR 15+,Electronic,District,Y,ART,4,Y,Retention,-,-
3789A,HMIS,DHIS,MDR CONFIRMED RR CASES <15,Electronic,District,Y,ART,4,Y,Retention,-,-
3790A,HMIS,DHIS,MDR CONFIRMED RR CASES NEW CASES,Electronic,District,Y,ART,4,Y,Retention,-,-
3791A,HMIS,DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH FLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3792A,HMIS,DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH SLDS,Electronic,District,Y,ART,4,Y,Retention,-,-
3793A,HMIS,DHIS,MDR INTERIM OUTCOME CULTURE AND SMEAR NOT DONE,Electronic,District,Y,ART,4,Y,Retention,-,-
3794A,HMIS,DHIS,MDR INTERIM OUTCOME DIED,Electronic,District,Y,ART,4,Y,Retention,-,-
3795A,HMIS,DHIS,MDR INTERIM OUTCOME LOST TO FOLLOW UP,Electronic,District,Y,ART,4,Y,Retention,-,-
3796A,HMIS,DHIS,MDR INTERIM OUTCOME NEGATIVE BACTERIOLOGIC RESULTS,Electronic,District,Y,ART,4,Y,Retention,-,-
